id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,averageRating,ratingsCount,language,isbn10,isbn13,thumbnail,previewLink,infoLink
bus-AQAAMAAJ,The Architectural Review,,,,1913,,632.0,Architecture,,,en,,,http://books.google.com/books/content?id=bus-AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=bus-AQAAMAAJ&q=mystery&dq=mystery&hl=&cd=138&source=gbs_api,http://books.google.co.in/books?id=bus-AQAAMAAJ&dq=mystery&hl=&source=gbs_api
11DuAAAAMAAJ,Ephesians,,Markus Barth,,1974,"The Anchor Bible Commentary is the collaborative effort of Protestant, Catholic, and Jewish scholars from around the world.",464.0,Bible,,,en,,,http://books.google.com/books/content?id=11DuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=11DuAAAAMAAJ&q=mystery&dq=mystery&hl=&cd=139&source=gbs_api,http://books.google.co.in/books?id=11DuAAAAMAAJ&dq=mystery&hl=&source=gbs_api
wwRBAQAAMAAJ,The Catechism Explained,"An Exhaustive Exposition of the Christian Religion, with Special Reference to the Present State of Society and the Spirit of the Age. A Practical Manual ...",Francis Spirago,,1899,"This Catechism is divided into three parts: The first part treats of faith, the second of morals, the third of the means of grace. In the first part Our Lord appears in His character of Teacher; in the second in His character of King; and in the third in His character of High Priest. And since this Catechism proposes as its primary object to answer the question, for what purpose are we here upon earth, thereby emphasizing and giving prominence to man's high calling and destiny, it is especially suited to the present day, when the pursuit of material interests, self-indulgence and pleasure, engrosses the attention of so many. This Catechism is in fact nothing more nor less than an abstract of Our Lord's teaching, and may be called a guide book for the Christian on the road to heaven. - Preface.",762.0,Catechetics,,,en,,,http://books.google.com/books/content?id=wwRBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=wwRBAQAAMAAJ&pg=PA131&dq=mystery&hl=&cd=140&source=gbs_api,https://play.google.com/store/books/details?id=wwRBAQAAMAAJ&source=gbs_api
mzYrAAAAIAAJ,"Vision in long darkness; introd. and analysis, text and translation of the Asya-vāmīya sūkta of Ṛishi Dīrghatamas (Ṛigveda 1.164, 1-52)",,Vasudeva S. Agrawala,,1963,,316.0,Vedas,,,en,,,http://books.google.com/books/content?id=mzYrAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=mzYrAAAAIAAJ&q=mystery&dq=mystery&hl=&cd=161&source=gbs_api,http://books.google.co.in/books?id=mzYrAAAAIAAJ&dq=mystery&hl=&source=gbs_api
nldPAQAAMAAJ,The Indians of North America,,,,1865,,310.0,Indians of North America,,,en,,,http://books.google.com/books/content?id=nldPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=nldPAQAAMAAJ&q=mystery&dq=mystery&hl=&cd=162&source=gbs_api,http://books.google.co.in/books?id=nldPAQAAMAAJ&dq=mystery&hl=&source=gbs_api
bBQDkUXeylIC,"The doctrine of creation, translated by J. W. edwards [and others] 4 v",,Karl Barth,,1960,,568.0,"Theology, Doctrinal",,,en,,,http://books.google.com/books/content?id=bBQDkUXeylIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=bBQDkUXeylIC&q=mystery&dq=mystery&hl=&cd=163&source=gbs_api,http://books.google.co.in/books?id=bBQDkUXeylIC&dq=mystery&hl=&source=gbs_api
mp8K4k6R3s8C,Milking Shorthorn Journal,,,,1963,,84.0,Dairy farming,,,en,,,http://books.google.com/books/content?id=mp8K4k6R3s8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=mp8K4k6R3s8C&q=mystery&dq=mystery&hl=&cd=164&source=gbs_api,http://books.google.co.in/books?id=mp8K4k6R3s8C&dq=mystery&hl=&source=gbs_api
NMDfAAAAMAAJ,Children's Magazine Guide,,,,2005,,420.0,Children's periodicals,,,en,,,http://books.google.com/books/content?id=NMDfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=NMDfAAAAMAAJ&q=mystery&dq=mystery&hl=&cd=165&source=gbs_api,http://books.google.co.in/books?id=NMDfAAAAMAAJ&dq=mystery&hl=&source=gbs_api
LOpEAQAAMAAJ,The Encyclopaedia Britannica ...,"A Dictionary of Arts, Sciences and General Literature ... in Thirty Volumes with New American Supplement",,,1898,,934.0,Encyclopedias and dictionaries,,,en,,,http://books.google.com/books/content?id=LOpEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=LOpEAQAAMAAJ&pg=PA125&dq=mystery&hl=&cd=166&source=gbs_api,https://play.google.com/store/books/details?id=LOpEAQAAMAAJ&source=gbs_api
q2T0IHWP1R0C,Fundamentals of Early Christianity,By George L. Clark,George Luther Clark,,1928,,942.0,Bible,,,en,,,http://books.google.com/books/content?id=q2T0IHWP1R0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=q2T0IHWP1R0C&q=mystery&dq=mystery&hl=&cd=167&source=gbs_api,http://books.google.co.in/books?id=q2T0IHWP1R0C&dq=mystery&hl=&source=gbs_api
NydVAAAAYAAJ,A Commentary on the Holy Bible,,John Roberts Dummelow,,1909,,1272.0,Bible,,,en,,,http://books.google.com/books/content?id=NydVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=NydVAAAAYAAJ&pg=PA982&dq=mystery&hl=&cd=169&source=gbs_api,https://play.google.com/store/books/details?id=NydVAAAAYAAJ&source=gbs_api
MUwwmaoa6H4C,Argosy for Men,,,,1951,,116.0,,,,en,,,http://books.google.com/books/content?id=MUwwmaoa6H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=MUwwmaoa6H4C&q=mystery&dq=mystery&hl=&cd=170&source=gbs_api,http://books.google.co.in/books?id=MUwwmaoa6H4C&dq=mystery&hl=&source=gbs_api
i2UJAQAAMAAJ,Functional Hearing,A Contextual Method for Ear Training,"Arthur Gottschalk, Phillip Kloeckner",Scarecrow Press,1997,"Though the teaching of aural skills is one of the most important tasks facing the college-level music educator, it is often one of the most problematic, sometimes the most feared. Some of this apprehension undoubtedly arises from the lack of effective pedagogical tools that can reliably and more completely address the needs of the discipline. Functional Hearing fills this void with its unique method of comprehensive ear training. This book not only presents melodies for dictation and sight-singing, but also instructs students in how to develop the skills and strategies to hear and sight-sing unfamiliar music. In addition to presenting harmonic and rhythmic dictations, students are also shown how to listen and use their theoretical knowledge to comprehend the harmonic and rhythmic contexts in which they are listening. The book is divided into seven areas which include: Hearing the Essential Elements of Music; Hearing Quality, Function, and Inversion in Triads; Hearing Quality, Function, and Inversion in Seventh Chords; Hearing Secondary Functions and Modulations; Hearing and Performing in Multiple Parts; Hearing Chromaticism; and Hearing in Nonfunctional Contexts. Together, they incorporate unique and groundbreaking ways to train the ears of developing musicians and to encourage them to acquire a high level of aural skill. Functional Hearing is intended to be used in any aural skills sequence lasting from two to seven semesters, or as a companion text in most traditional courses in music theory. The corresponding Instructor's Manual is available free upon request (1-880157-58-6).",552.0,Music,,,en,,,http://books.google.com/books/content?id=i2UJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=i2UJAQAAMAAJ&pg=PA60&dq=mystery&hl=&cd=171&source=gbs_api,http://books.google.co.in/books?id=i2UJAQAAMAAJ&dq=mystery&hl=&source=gbs_api
B8IE-OBySkkC,U.S. News & World Report,,,,1952,,1242.0,United States,,,en,,,http://books.google.com/books/content?id=B8IE-OBySkkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=B8IE-OBySkkC&q=mystery&dq=mystery&hl=&cd=172&source=gbs_api,http://books.google.co.in/books?id=B8IE-OBySkkC&dq=mystery&hl=&source=gbs_api
A7AjAQAAMAAJ,Oil & Gas Journal,,,,1955-04,,2074.0,Petroleum industry and trade,,,en,,,http://books.google.com/books/content?id=A7AjAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=A7AjAQAAMAAJ&q=mystery&dq=mystery&hl=&cd=174&source=gbs_api,http://books.google.co.in/books?id=A7AjAQAAMAAJ&dq=mystery&hl=&source=gbs_api
NqweAQAAMAAJ,The New Yorker,,"Harold Wallace Ross, Katharine Sergeant Angell White",,2005-07,,756.0,"American wit and humor, Pictorial",,,en,,,http://books.google.com/books/content?id=NqweAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=NqweAQAAMAAJ&q=mystery&dq=mystery&hl=&cd=175&source=gbs_api,http://books.google.co.in/books?id=NqweAQAAMAAJ&dq=mystery&hl=&source=gbs_api
gz0BAAAAYAAJ,All the Year Round,,,,1894,,876.0,,,,en,,,http://books.google.com/books/content?id=gz0BAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=gz0BAAAAYAAJ&pg=RA1-PA19&dq=mystery&hl=&cd=178&source=gbs_api,https://play.google.com/store/books/details?id=gz0BAAAAYAAJ&source=gbs_api
ZRAbAAAAYAAJ,The Stratford Journal,,,,1916,,538.0,"Literature, Modern",,,en,,,http://books.google.com/books/content?id=ZRAbAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=ZRAbAAAAYAAJ&q=mystery&dq=mystery&hl=&cd=179&source=gbs_api,http://books.google.co.in/books?id=ZRAbAAAAYAAJ&dq=mystery&hl=&source=gbs_api
GyHjEAAAQBAJ,"POE'S MYSTERIES: Complete Murder Mysteries, Thriller Tales & Detective Stories (Illustrated)",,Edgar Allan Poe,DigiCat,2023-12-12,"In ""POE'S MYSTERIES: Complete Murder Mysteries, Thriller Tales & Detective Stories (Illustrated)"", Edgar Allan Poe masterfully intertwines elements of suspense, horror, and psychological intrigue, establishing an indelible mark in the genre of detective fiction. This collection showcases some of Poe's most acclaimed works, including the pioneering detective story ""The Murders in the Rue Morgue"" and the chilling, atmospheric narratives of guilt and paranoia that epitomize his unique literary style. With meticulous attention to detail, Poe crafts a rich tapestry of motives and moral dilemmas, framed within a gothic context that both entices and disturbs the reader's sensibilities. Edgar Allan Poe, a luminary of American literature, navigated personal tumult and existential struggles that profoundly influenced his writing. His early life experiences, which included the loss of loved ones and a fascination with the macabre, fostered a voice that merges a keen psychological insight with a relentless exploration of death and the human condition. Poe's innovative narrative techniques and emphasis on mood herald his role as a precursor to modern crime fiction and horror. This collection is highly recommended for readers who wish to delve into the origins of the detective genre while appreciating the darker aspects of human psychology. Poe's exquisite prose and unsettling themes invite both new and seasoned readers to explore the sinister undercurrents of his captivating tales.",300.0,Fiction,,,en,,,http://books.google.com/books/content?id=GyHjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=GyHjEAAAQBAJ&printsec=frontcover&dq=mystery&hl=&cd=180&source=gbs_api,https://play.google.com/store/books/details?id=GyHjEAAAQBAJ&source=gbs_api
acZlAAAAMAAJ,The Triumph of the Thriller,"How Cops, Crooks, and Cannibals Captured Popular Fiction",Patrick Anderson,"Random House Digital, Inc.",2007,"""In his provocative, caustic, and often hilarious survey of today's popular fiction, Anderson shows us who the best thriller writers are - and the worst. He shows how Michael Connelly was inspired by Raymond Chandler, how George Pelecanos toiled in obscurity while he mastered his craft, how Sue Grafton created the first great woman private eye, and how Thomas Harris transformed an insane cannibal into the charming man of the world who made FBI agent Clarice Starling his lover.""--BOOK JACKET.",298.0,Literary Criticism,,,en,,,http://books.google.com/books/content?id=acZlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=acZlAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=2&source=gbs_api,http://books.google.co.in/books?id=acZlAAAAMAAJ&dq=thriller&hl=&source=gbs_api
T0sB47TxoCwC,Billboard,,,,2009-07-11,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",54.0,,,,en,,,http://books.google.com/books/content?id=T0sB47TxoCwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=T0sB47TxoCwC&pg=PT24&dq=thriller&hl=&cd=6&source=gbs_api,http://books.google.co.in/books?id=T0sB47TxoCwC&dq=thriller&hl=&source=gbs_api
V2jpAAAAMAAJ,Publishers' Circular and Booksellers' Record of British and Foreign Literature,,,,1940,,662.0,Bibliography,,,en,,,http://books.google.com/books/content?id=V2jpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=V2jpAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=12&source=gbs_api,http://books.google.co.in/books?id=V2jpAAAAMAAJ&dq=thriller&hl=&source=gbs_api
ek4eAQAAMAAJ,"Theatrical Feature Film Trade and Media Policies in Japan, Korea, and the United States",,Sang-Woo Lee,,2002,,408.0,,,,en,,,http://books.google.com/books/content?id=ek4eAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=ek4eAQAAMAAJ&q=thriller&dq=thriller&hl=&cd=15&source=gbs_api,http://books.google.co.in/books?id=ek4eAQAAMAAJ&dq=thriller&hl=&source=gbs_api
54RrDyfz10MC,Billboard,,,,2009-07-25,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",64.0,,,,en,,,http://books.google.com/books/content?id=54RrDyfz10MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=54RrDyfz10MC&pg=PT9&dq=thriller&hl=&cd=16&source=gbs_api,http://books.google.co.in/books?id=54RrDyfz10MC&dq=thriller&hl=&source=gbs_api
bx56AAAAIAAJ,Journal of Narrative Theory,JNT.,,,2006,,180.0,American literature,,,en,,,http://books.google.com/books/content?id=bx56AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=bx56AAAAIAAJ&q=thriller&dq=thriller&hl=&cd=18&source=gbs_api,http://books.google.co.in/books?id=bx56AAAAIAAJ&dq=thriller&hl=&source=gbs_api
QdsRAQAAMAAJ,General Catalogue of Printed Books,,British Museum. Dept. of Printed Books,,1964,,488.0,Bibliography,,,en,,,http://books.google.com/books/content?id=QdsRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=QdsRAQAAMAAJ&pg=PA699&dq=thriller&hl=&cd=19&source=gbs_api,http://books.google.co.in/books?id=QdsRAQAAMAAJ&dq=thriller&hl=&source=gbs_api
z4k7AQAAIAAJ,People,,,,2009-07,,1106.0,Celebrities,,,en,,,http://books.google.com/books/content?id=z4k7AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=z4k7AQAAIAAJ&pg=RA3-PP17&dq=thriller&hl=&cd=41&source=gbs_api,http://books.google.co.in/books?id=z4k7AQAAIAAJ&dq=thriller&hl=&source=gbs_api
q4DNAAAAMAAJ,Careers Digest,,,,1968,,1172.0,,,,en,,,http://books.google.com/books/content?id=q4DNAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=q4DNAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=43&source=gbs_api,http://books.google.co.in/books?id=q4DNAAAAMAAJ&dq=thriller&hl=&source=gbs_api
bHwsAAAAYAAJ,British Book News,,,,1983,,1092.0,Best books,,,en,,,http://books.google.com/books/content?id=bHwsAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=bHwsAAAAYAAJ&q=thriller&dq=thriller&hl=&cd=45&source=gbs_api,http://books.google.co.in/books?id=bHwsAAAAYAAJ&dq=thriller&hl=&source=gbs_api
ovVYAAAAMAAJ,Modern Criticism and Theory,A Reader,David Lodge,London ; New York : Longman,1988,"Provides within the covers of a single book, a selection of important and representative work from all the major theoretical schools or tendencies in contemporary criticism, and places them before the reader in two alternative orders: one historical, the other thematic.",496.0,Language Arts & Disciplines,,,en,,,http://books.google.com/books/content?id=ovVYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=ovVYAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=47&source=gbs_api,http://books.google.co.in/books?id=ovVYAAAAMAAJ&dq=thriller&hl=&source=gbs_api
O-80P85PEQYC,New York Court of Appeals. Records and Briefs.,"70 NY2D 513, APPELLANTS BRIEF part 1, PEOPLE V BROWN",New York (State).,,,,116.0,Law,,,en,,,http://books.google.com/books/content?id=O-80P85PEQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=O-80P85PEQYC&q=thriller&dq=thriller&hl=&cd=48&source=gbs_api,http://books.google.co.in/books?id=O-80P85PEQYC&dq=thriller&hl=&source=gbs_api
Los4AQAAIAAJ,Broken Record,The Inside Story of the Grammy Awards,Henry Schipper,Carol Publishing Corporation,1992,"Broken Record is the first book ever written about the intriguing, checkered, and often hilarious history of the Grammys. In 1958, a group of record executives, alarmed by the explosive success of rock 'n' roll - and the threat rock posed to ""quality"" pop - launched the Grammy Awards. Their aim: to cultivate a higher standard of popular taste. From the start, the Grammys have been at odds with and often scornful of not only rock but every other wave of rebellious, street-bred music, from R&B to Woodstock, new wave, and rap. Conservative Grammy voting has led to a long list of follies. Many, if not most, of the best recordings of the last thirty years have failed to win a Grammy, including seminal records by Bob Dylan, the Rolling Stones, Marvin Gaye, Bruce Springsteen, John Coltrane, Merle Haggard, and many, many others. Grammy voters, meanwhile, have lavished awards on the likes of Glen Campbell, Toto, Christopher Cross, and Milli Vanilli. In 1965, the Beatles lost to the Anita Kerr Singers for the Best Pop Vocal Prize. Of course, there have been some shining moments as well - moments which this book recounts: stirring performances, deserving winners, poignant acceptance speeches. Here, after more than three decades of Grammys, Broken Record presents a complete history, with year-to-year highlights, backstage drama, and profiles of dozens of artists. Includes a complete listing of all the Grammy winners.",312.0,Music,,,en,,,http://books.google.com/books/content?id=Los4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=Los4AQAAIAAJ&q=thriller&dq=thriller&hl=&cd=49&source=gbs_api,http://books.google.co.in/books?id=Los4AQAAIAAJ&dq=thriller&hl=&source=gbs_api
CmxhAq5gKngC,New York Supreme Court,,,,,,1204.0,,,,en,,,http://books.google.com/books/content?id=CmxhAq5gKngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=CmxhAq5gKngC&q=thriller&dq=thriller&hl=&cd=50&source=gbs_api,http://books.google.co.in/books?id=CmxhAq5gKngC&dq=thriller&hl=&source=gbs_api
WP08AAAAIAAJ,Conversations with Writers,,,,1978,,336.0,American literature,,,en,,,http://books.google.com/books/content?id=WP08AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=WP08AAAAIAAJ&q=thriller&dq=thriller&hl=&cd=52&source=gbs_api,http://books.google.co.in/books?id=WP08AAAAIAAJ&dq=thriller&hl=&source=gbs_api
n6ZBAAAAMAAJ,Quincy Jones,,Raymond Horricks,"Spellmount, Limited Publishers",1985,,144.0,Biography & Autobiography,,,en,,,http://books.google.com/books/content?id=n6ZBAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=n6ZBAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=53&source=gbs_api,http://books.google.co.in/books?id=n6ZBAAAAMAAJ&dq=thriller&hl=&source=gbs_api
3v0rAQAAIAAJ,Journal of Canadian Fiction,,,,1977,,678.0,Canadian fiction,,,en,,,http://books.google.com/books/content?id=3v0rAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=3v0rAQAAIAAJ&q=thriller&dq=thriller&hl=&cd=54&source=gbs_api,http://books.google.co.in/books?id=3v0rAQAAIAAJ&dq=thriller&hl=&source=gbs_api
JzNaAAAAMAAJ,Lesbian Gothic,Transgressive Fictions,Paulina Palmer,Burns & Oates,1999,"Tracing the growth of lesbian Gothic fiction over the 25 years since the advent of the Women's Movement and Gay Liberation in the 1970s, this text discusses a wide selection of novels and stories, contextualizing and re-evaluating them in the light of changing currents in lesbian/queer culture and politics. The figure of the lesbian, frequently portrayed in a homophobic/misogynistic light, has long been a standard component of popular Gothic fiction and film. The author argues, however, that in more contemporary fiction, motifs and modes of fiction with Gothic associations, such as the witch, the vampire, the spectral visitor and the Gothic thriller, have been appropriated by writers adopting a lesbian viewpoint to articulate the transgressive aspect of lesbian sexuality and existence.",184.0,Literary Criticism,,,en,,,http://books.google.com/books/content?id=JzNaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=JzNaAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=55&source=gbs_api,http://books.google.co.in/books?id=JzNaAAAAMAAJ&dq=thriller&hl=&source=gbs_api
IVMOAQAAIAAJ,Film Making,,,,1974,,762.0,Amateur films,,,en,,,http://books.google.com/books/content?id=IVMOAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=IVMOAQAAIAAJ&q=thriller&dq=thriller&hl=&cd=57&source=gbs_api,http://books.google.co.in/books?id=IVMOAQAAIAAJ&dq=thriller&hl=&source=gbs_api
UZIzAQAAIAAJ,The Rock Song Index,"Essential Information on the 7,500 Most Important Songs of Rock and Roll",Bruce Pollock,Macmillan Reference USA,1997,"A listing of over 7,500 rock songs presented alphabetically by artist that notes the album the song appeared on, its year of release, the producer, record company, and songwriters. Also briefly describes the song or its popularity and features an index alphabetized by song title.",552.0,Music,,,en,,,http://books.google.com/books/content?id=UZIzAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=UZIzAQAAIAAJ&pg=PA196&dq=thriller&hl=&cd=58&source=gbs_api,http://books.google.co.in/books?id=UZIzAQAAIAAJ&dq=thriller&hl=&source=gbs_api
zQp1NEAqbl0C,Michael Jackson's Secret World,,Jerry Lawrence,,,,140.0,,,,en,,,http://books.google.com/books/content?id=zQp1NEAqbl0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=zQp1NEAqbl0C&q=thriller&dq=thriller&hl=&cd=59&source=gbs_api,http://books.google.co.in/books?id=zQp1NEAqbl0C&dq=thriller&hl=&source=gbs_api
22IhAQAAIAAJ,Preview Film Album,Hollywood-London,,,1956,,162.0,Actors,,,en,,,http://books.google.com/books/content?id=22IhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=22IhAQAAIAAJ&q=thriller&dq=thriller&hl=&cd=60&source=gbs_api,http://books.google.co.in/books?id=22IhAQAAIAAJ&dq=thriller&hl=&source=gbs_api
eIZZAAAAMAAJ,Science Fiction Confidential,Interviews with 23 Monster Stars and Filmmakers,Tom Weaver,McFarland,2002,"David Hedison, who plays a tiny human-headed insect menaced by a spider at the climax of the SF classic The Fly (1958), says the moviemakers spoiled the scene by giving him a squeaky voice. ""Imagine if, as the camera moved in closer, you actually heard me screeeeaming for my life,"" the actor rhapsodizes. ""That is horror. THAT is horror."" In Tom Weaver's eighth interview book, Hedison-and 22 other moviemakers-talk about their horror and science fiction movie experiences as part of such films and TV series as The Blob, It Came from Outer Space, Tarzan the Ape Man, Star Trek, The Wild Wild West, Somewhere in Time, The Devil Bat and Forbidden Planet. Among those interviewed are Dan O'Herlihy, Eve Brent, Kate Phillips, John Alvin, Anthony Cardoza, Tod Griffin, Alex and Richard Gordon, Denny Miller, Andrey Dalton, Suzanne Kaaren, and Warren Stevens. Full credits are provided for the actors, actresses, and producers.",328.0,Biography & Autobiography,,,en,,,http://books.google.com/books/content?id=eIZZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=eIZZAAAAMAAJ&q=thriller&dq=thriller&hl=&cd=82&source=gbs_api,http://books.google.co.in/books?id=eIZZAAAAMAAJ&dq=thriller&hl=&source=gbs_api
qZY7AQAAIAAJ,Saturday Review,,,,1981,,1168.0,American literature,,,en,,,http://books.google.com/books/content?id=qZY7AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=qZY7AQAAIAAJ&pg=RA5-PA66&dq=thriller&hl=&cd=84&source=gbs_api,http://books.google.co.in/books?id=qZY7AQAAIAAJ&dq=thriller&hl=&source=gbs_api
se8JAQAAMAAJ,Journal of Financial Education,,,,2006,,506.0,Business education,,,en,,,http://books.google.com/books/content?id=se8JAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=se8JAQAAMAAJ&q=thriller&dq=thriller&hl=&cd=85&source=gbs_api,http://books.google.co.in/books?id=se8JAQAAMAAJ&dq=thriller&hl=&source=gbs_api
kGpHSxBDMfwC,The Amateur Stage,,,,1960,,812.0,Amateur plays,,,en,,,http://books.google.com/books/content?id=kGpHSxBDMfwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=kGpHSxBDMfwC&q=thriller&dq=thriller&hl=&cd=86&source=gbs_api,http://books.google.co.in/books?id=kGpHSxBDMfwC&dq=thriller&hl=&source=gbs_api
Ca4gAQAAMAAJ,"Migrancy, Memory and Repossession",Women on the Historical Margins,Úna Ní Aodha,Cambridge Scholars Publishing,2009,"The writing of women's history has witnessed a huge increase in recent decades. In the past, the focus of some of this work was the representation of the â oeheroineâ or the â oegrand dameâ . Recent theoretical writing, particularly as relating to historical anthropology, has focussed on a more â oeroundedâ view of womenâ (TM)s historical representation and experience, however. This book explores aspects of Western visual culture and the cultures of so-called â oemarginalâ groups, groups which have, as yet, seen little light shed on them. By analysing the discursive and â oehiddenâ histories of a range of women artists who worked on the periphery of â oemainstreamâ society or whose representational subjects were deemed â oemarginalâ (Travellers, Roma (Gypsies and Circus people)), it is possible to come to some new conclusions regarding the historical relationships that have existed between different cultures and peoples. Such a process can generate a better understanding of the shifting power dynamic as between diverse historical phenomena. It is through such explorations also that we can enable the historical recovery and emergence of new identities in an increasingly multicultural world.",110.0,Art,,,en,,,http://books.google.com/books/content?id=Ca4gAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=Ca4gAQAAMAAJ&q=thriller&dq=thriller&hl=&cd=88&source=gbs_api,http://books.google.co.in/books?id=Ca4gAQAAMAAJ&dq=thriller&hl=&source=gbs_api
aW5MAAAAYAAJ,Fine Gardening,,,,2007,,1108.0,Gardening,,,en,,,http://books.google.com/books/content?id=aW5MAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=aW5MAAAAYAAJ&q=thriller&dq=thriller&hl=&cd=89&source=gbs_api,http://books.google.co.in/books?id=aW5MAAAAYAAJ&dq=thriller&hl=&source=gbs_api
jlc9CoPPGIcC,Film Bulletin,,,,1949,,752.0,Motion picture industry,,,en,,,http://books.google.com/books/content?id=jlc9CoPPGIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=jlc9CoPPGIcC&q=thriller&dq=thriller&hl=&cd=90&source=gbs_api,http://books.google.co.in/books?id=jlc9CoPPGIcC&dq=thriller&hl=&source=gbs_api
